"Plate Number Nat","Obuid","Plate","Tbaid","Activation sent (GMT +0)","Guid"
"IT","000490000072471","FF080XF","0781973425","28/04/2018 06:08:40","15248957206271502173857034901031146741"
"IT","000490000068132","FD967KB","0781921184","28/04/2018 06:10:34","15248958340596432428886632717401452877"
"IT","000490000087390","FL383JA","0781919733","28/04/2018 06:11:32","15248958925057006781232081399636367216"
"IT","000490000031201","CS841DL","0781919709","28/04/2018 06:11:59","15248959192565411905701658727110306376"
"IT","000490000085513","DA042NC","0781923438","28/04/2018 06:12:38","15248959587360223010772187317530415310"
"IT","000490000053439","DV858SB","0781921317","28/04/2018 06:13:05","15248959858245312210760154234332595708"
"IT","000490000029842","DE553YL","0781973383","28/04/2018 06:23:23","15248966034681385127622581712810198356"
"IT","000490000033462","CX696JY","0781982996","28/04/2018 06:30:12","15248970122857098037852119801379869326"
"IT","000490000081943","CL910PF","0781923461","28/04/2018 06:30:57","15248970571846482413847923081108659379"
"IT","000490000087389","DH536GP","0781975602","28/04/2018 06:39:25","15248975652617420808225875276646329362"
"IT","000490000054764","CT711SV","0781921259","28/04/2018 06:41:56","15248977165686037354173022011397877075"
"IT","000490000063887","CN860WS","0781921218","28/04/2018 06:43:13","15248977933750187593601805063763670917"
"IT","000490000029284","EM353WV","0781919766","28/04/2018 06:43:42","15248978224702861371944191423417874220"
"IT","000490000089621","EK061CD","0781923578","28/04/2018 06:44:15","15248978557991812244179838862152732617"
"IT","000490000082028","EC837AR","0781923560","28/04/2018 06:44:36","15248978768239035963152372328165805253"
"IT","000490000089644","DP212YD","0781923552","28/04/2018 06:44:55","15248978951173601467511737782972232178"
"IT","000490000085722","CT818CZ","0781923545","28/04/2018 06:45:18","15248979184388892356650663835144006033"
"IT","000490000080291","DY677SE","0781923537","28/04/2018 06:45:36","15248979364249802656164601856983148767"
"IT","000490000081827","EG804HT","0781923529","28/04/2018 06:45:56","15248979561027073321785258050687478199"
"IT","000490000084160","CY900CY","0781923511","28/04/2018 06:46:13","15248979738765112950541307880357711648"
"IT","000490000072826","DA682CD","0781923503","28/04/2018 06:47:49","15248980691563904283394830409500434500"
"IT","000490000080041","CC138NL","0781923495","28/04/2018 06:48:08","15248980882042157881825817927102073587"
"IT","000490000084364","DE211CP","0781923487","28/04/2018 06:48:24","15248981048045234229611218006807579059"
"IT","000490000084166","BR954HE","0781923479","28/04/2018 06:48:44","15248981245361508051882938880634040819"
"IT","000490000084159","BK204KH","0781923453","28/04/2018 06:49:03","15248981432577142775357297058522086209"
"IT","000490000074240","DM660JG","0781923446","28/04/2018 06:49:21","15248981616416912868100828385036843469"
"IT","000490000081060","CT246VC","0781923412","28/04/2018 06:49:40","15248981805193692550279443429527626457"
"IT","000490000063460","EK070JS","0781975917","28/04/2018 06:49:54","15248981948099615625635864497291386104"
"IT","000490000088162","DN003YV","0781923404","28/04/2018 06:50:00","15248982008962264537966292661777800443"
"IT","000490000088502","CS323DK","0781923396","28/04/2018 06:50:27","15248982275296131915939075730014770609"
"IT","000490000074153","ZA562RX","0781975701","28/04/2018 06:50:59","15248982595424945018923580315900691675"
"IT","000490000080181","DZ139YW","0781923388","28/04/2018 06:51:15","15248982752570990961499964639346711768"
"IT","000490000088872","FC273GT","0781921374","28/04/2018 06:51:34","15248982947696206973427062589845083604"
"IT","000490000088885","CS044HM","0781921366","28/04/2018 06:51:53","15248983140256737423409139156757282476"
"IT","000490000030818","CY917FS","0781921358","28/04/2018 06:52:12","15248983328977000936696672675452643272"
"IT","000490000086262","DE114CP","0781921341","28/04/2018 06:52:30","15248983510392461047154292767730568537"
"IT","000490000020002","CW807RH","0781921333","28/04/2018 06:53:00","15248983808401866185455715581698013409"
"IT","000490000055768","EJ305JJ","0781921325","28/04/2018 06:53:17","15248983978323527376051222649494916204"
"IT","000490000052659","CX544MM","0781921309","28/04/2018 06:53:33","15248984137759868059099533334392661843"
"IT","000490000054961","BX426RA","0781921291","28/04/2018 06:53:52","15248984325581248360457505915751676355"
"IT","000490000054615","FG273WR","0781921283","28/04/2018 06:54:10","15248984510442673372266757091952395196"
"IT","000490000056448","DL806CH","0781921275","28/04/2018 06:54:32","15248984721710984142462017844188395898"
"IT","000490000054898","EK178CD","0781921267","28/04/2018 06:54:50","15248984909640795510736051048022525716"
"IT","000490000047702","CX007VX","0781921242","28/04/2018 06:55:09","15248985097010858428038587500219204799"
"IT","000490000052535","CN967WS","0781921234","28/04/2018 06:56:16","15248985764697317607501074486553462581"
"IT","000490000068131","DL510CH","0781921226","28/04/2018 06:56:33","15248985939950202523135483658557028758"
"IT","000490000068457","CT414MT","0781921200","28/04/2018 06:56:52","15248986129492738185818898645385486247"
"IT","000490000063912","CY584XC","0781921192","28/04/2018 06:57:11","15248986315644268711475367697924536399"
"IT","000490000019036","FB950MD","0781919931","28/04/2018 06:57:34","15248986545333974264471299613307736389"
"IT","000490000020100","EY923LD","0781919881","28/04/2018 06:57:52","15248986725996008469661346147504654278"
"IT","000490000031206","FC131GT","0781919840","28/04/2018 06:58:10","15248986904521483395375052501581288246"
"IT","000490000034088","FJ973ZB","0781919808","28/04/2018 06:58:30","15248987102990882115815268036185679739"
"IT","000490000097164","EX354BS","0781919774","28/04/2018 06:58:48","15248987286689430942435488840094029515"
"IT","000490000097172","EX352BS","0781919758","28/04/2018 06:59:18","15248987587869312934255766419192610336"
"IT","000490000026924","FL526JA","0781919741","28/04/2018 06:59:38","15248987786741568762706884747052514112"
"IT","000490000029266","EM279KR","0781919725","28/04/2018 07:00:08","15248988087190846817599623755028911844"
"IT","000490000094689","FL480JA","0781919717","28/04/2018 07:00:26","15248988264588459847079558599523979603"
"IT","000490000092281","FG089WR","0781919691","28/04/2018 07:00:43","15248988436890919746594586651155748583"
"IT","000490000095823","DM408MJ","0781919683","28/04/2018 07:01:03","15248988635461524667410491964778264256"
"IT","000490000025556","FG210WR","0781919675","28/04/2018 07:01:22","15248988830233004917559016423428914927"
"IT","000490000094851","FG078WR","0781919667","28/04/2018 07:01:43","15248989037281851674117578359764147528"
"IT","000490000034133","EV905ZA","0781919659","28/04/2018 07:02:02","15248989226782701577145173250179455760"
"IT","000490000063470","DA561NC","0781919642","28/04/2018 07:02:20","15248989407915109859734830481036806216"
"IT","000490000030767","CV707AD","0781919634","28/04/2018 07:02:38","15248989580971481741865820470702863985"
"IT","000490000063859","DL744CH","0781919626","28/04/2018 07:02:56","15248989767514532143607175466694370715"
"IT","000490000031179","DR727ZY","0781919618","28/04/2018 07:03:22","15248990020769710802461127310205454109"
"IT","000490000068296","CX484JY","0781919600","28/04/2018 07:03:43","15248990231421975191669067162480979311"
"IT","000490000089609","CF283ND","0781919592","28/04/2018 07:04:07","15248990471726529038119323583613604755"
"IT","000490000063739","EV939ZA","0781919584","28/04/2018 07:04:25","15248990654978344785374220115598919255"
"IT","000490000050231","FC472DS","0781973441","28/04/2018 07:07:41","15248992617274580962365217062101538231"
"IT","000490000031475","DS375FN","0781973326","28/04/2018 07:14:19","15248996596294457792838246968349517709"
"IT","000490000087459","ZA519RX","0781975891","28/04/2018 07:16:47","15248998074771173095930266337489523867"
"IT","000490000053297","FC963EG","0782030746","28/04/2018 07:42:53","15249013738278076568818966701511619501"
"IT","000490000062977","CW525HC","0781975933","28/04/2018 08:01:33","15249024933890473122709432930136493388"
"IT","000490000070140","ED129TA","0781973359","28/04/2018 08:08:01","15249028817374981183283572006991395747"
"IT","000490000020262","FN075WD","0781931126","28/04/2018 08:36:01","15249045615213576917408709617666069486"
"IT","000490000054880","ZA990NE","0781973375","28/04/2018 08:39:28","15249047682915924022855216974970712546"
"IT","000490000089303","DZ201AR","0781975909","28/04/2018 08:46:09","15249051691373785841234457563784733267"
"IT","000490000053990","ES422GK","0782030837","28/04/2018 08:50:06","15249054069018975545369880453471928492"
"IT","000490000059152","FB619BJ","0781985577","28/04/2018 09:29:54","15249077948192353441824120588184386058"
"IT","000490000089490","ZA578RX","0781976048","28/04/2018 09:31:51","15249079119888835318516618719455271200"
"IT","000490000051825","DB690SC","0781973433","28/04/2018 09:41:42","15249085026234411820829013788441930789"
"IT","000490000053269","CR481LM","0781973300","28/04/2018 10:09:38","15249101790177083526127068520229047980"
"IT","000490000053874","ZA551RX","0781973417","28/04/2018 10:17:55","15249106752706506941281046917352909710"
"IT","000490000029639","CY817KM","0781932090","28/04/2018 10:32:27","15249115476066670505085198844613758515"
"IT","000490000069674","EV053GN","0781973391","28/04/2018 10:46:53","15249124136479446350095746135143462483"
"IT","000490000031444","ZA597RX","0781973292","28/04/2018 10:52:06","15249127266634983519734897982212195187"
"IT","000490000034139","CY995KM","0781931993","28/04/2018 10:53:47","15249128275771775173184023336047255330"
"IT","000490000032243","CT760ZN","0781932173","28/04/2018 11:04:09","15249134492837911855811940718573461196"
"IT","000490000089738","ZA593RX","0781975990","28/04/2018 11:07:48","15249136681794201705493812907233169518"
"IT","000490000071572","DV976XC","0781985478","28/04/2018 11:21:24","15249144845911955547010936304951707341"
"IT","000490000034075","FG981XM","0781932132","28/04/2018 11:42:57","15249157780440663389511411293279881871"
"IT","000490000088749","FL114PN","0781976055","28/04/2018 11:56:10","15249165703040929830396352961830044782"
"IT","000490000030256","FE499HG","0781932124","28/04/2018 12:00:00","15249168007919139236437562703508456759"
"IT","000490000072166","DS696SZ","0781933130","28/04/2018 12:23:11","15249181912462729615707626786504493333"
"IT","000490000074545","CV494MW","0781933007","28/04/2018 12:49:43","15249197839664761119267275158715967825"
"IT","000490000071508","EZ662DM","0781933072","28/04/2018 14:03:36","15249242161290986749117353963939508226"
"IT","000490000051648","EY007JP","0782030639","30/04/2018 07:25:39","15250731391214550793928192617524737337"
"IT","000490000054155","FC964EG","0782031017","30/04/2018 08:56:54","15250786147206066254840642480211669955"
"IT","000490000032084","FN136WD","0781975396","30/04/2018 09:56:33","15250821934123928344164012681055574961"
"IT","000490000092449","EZ990CM","0781982293","30/04/2018 10:11:42","15250831022438672050626431203928625236"
"IT","000490000093632","EX942RR","0781984505","30/04/2018 12:33:28","15250916083636042839273041488149784745"
"IT","000490000074196","FL796VK","0781933098","30/04/2018 13:26:03","15250947631558113353725136306842261677"
"IT","000490000055815","EX275PF","0782030977","30/04/2018 13:39:30","15250955709716268917524543740296193463"
"IT","000490000030194","FL795VK","0781932363","30/04/2018 13:45:42","15250959422877535672457930532356985606"
"IT","000490000029648","FL753VK","0781932322","30/04/2018 13:46:05","15250959656888069119958960749374065300"
"IT","000490000030671","DL810CD","0781932199","30/04/2018 13:46:23","15250959840419942483618258208320526422"
"IT","000490000093493","EZ986CM","0781984562","30/04/2018 15:45:17","15251031179331767842727196139722665030"
"IT","000490000020799","BJ303VJ","0781972906","02/05/2018 07:52:32","15252475527466008413926673948085128359"
"IT","000490000074509","CK414CB","0781965371","02/05/2018 09:25:08","15252531084674574582073483220991851350"
"IT","000490000016271","FN259FK","0781928973","02/05/2018 13:13:09","15252667898529588982314839708815985802"
"IT","000490000033118","FN260FK","0781928841","02/05/2018 13:14:00","15252668406743761967766005584694966579"
"IT","000490000084738","FN008WD","0781928858","02/05/2018 13:14:31","15252668711473020883265829933000736668"
"IT","000490000022583","FN009WD","0781928965","02/05/2018 13:14:56","15252668962514794782263987935788307469"
"IT","000490000070392","FN010WD","0781928908","02/05/2018 13:15:23","15252669234275695088002241516527866626"
"IT","000490000027435","CX773JX","0781972898","02/05/2018 13:52:50","15252691703497208460478532372787861886"
"IT","000490000099986","EV846EW","0781983408","02/05/2018 16:26:29","15252783900306508819763874866207160585"
"IT","000490000085510","EM608KZ","0781974258","02/05/2018 16:39:41","15252791813190714025323652766517925343"
"IT","000490000054319","FN949DE","0781974233","02/05/2018 16:40:02","15252792025916847726161449386946449667"
"IT","000490000005676","EA257GN","0781974225","02/05/2018 16:40:19","15252792198434106086203716514291859281"
"IT","000490000091788","FC294WM","0781974217","02/05/2018 16:40:42","15252792422393788417411071604668405035"
"IT","000490000049240","FG232TL","0781974209","02/05/2018 16:41:01","15252792616004350225897316742078836909"
"IT","000490000045163","EP282RV","0781974183","02/05/2018 16:41:56","15252793164829205917964845242944161612"
"IT","000490000003587","EG146BD","0781974175","02/05/2018 16:42:13","15252793338961979105216376220538137441"
"IT","000490000092276","FN948DE","0781974142","02/05/2018 16:42:32","15252793528428052074295001704679776649"
"IT","000490000053404","FC087HB","0781974134","02/05/2018 16:42:52","15252793726578081406111550265411314392"
"IT","000490000073849","DA951FV","0781931571","02/05/2018 16:44:07","15252794474429604943573379641409347072"
"IT","000490000033052","FN902HR","0781931563","02/05/2018 16:44:27","15252794674819932310180926396569782273"
"IT","000490000025879","CY968VY","0781931522","02/05/2018 16:44:51","15252794917450484367297224235019224603"
"IT","000490000030518","EM874BK","0781931480","02/05/2018 16:45:13","15252795132745709414551725924686894848"
"IT","000490000034178","EW971RM","0781931464","02/05/2018 16:45:35","15252795353059823540523786285332757306"
"IT","000490000018235","FG916FA","0781931431","02/05/2018 16:45:51","15252795515711293424043057285213173705"
"IT","000490000030552","EA992TC","0781931423","02/05/2018 16:46:18","15252795786898959685254675638110442652"
"IT","000490000032909","CA758GK","0781931399","02/05/2018 16:46:44","15252796047794726840968225214383993669"
"IT","000490000087597","FB008YS","0781930177","02/05/2018 16:47:09","15252796294546101229701017953053903292"
"IT","000490000094224","EW121MM","0781930094","02/05/2018 16:47:30","15252796503955439650275071840655540439"
"IT","000490000095118","DA013NH","0781930078","02/05/2018 16:47:51","15252796718435504653354813750885284962"
"IT","000490000031997","FB903CR","0781930029","02/05/2018 16:48:08","15252796889725591771806919642960868547"
"IT","000490000030415","CP461KH","0781930011","02/05/2018 16:48:26","15252797068605660043423873635663432655"
"IT","000490000022205","FC807MC","0781931175","02/05/2018 17:09:53","15252809939249230262300525854033117369"
"IT","000490000020547","CF919PM","0781931167","02/05/2018 17:10:09","15252810095846068966305615951115003140"
"IT","000490000025040","FC808MC","0781931159","02/05/2018 17:10:24","15252810245269499117253600274282164599"
"IT","000490000018306","CS360KM","0781931142","02/05/2018 17:10:45","15252810459533189824181716680791291767"
"IT","000490000020750","BH394GA","0781931134","02/05/2018 17:11:09","15252810693541377076937284324202721364"
"IT","000490000018232","CW054PX","0781931118","02/05/2018 17:11:33","15252810937452019964669282069997221427"
"IT","000490000029990","FC718MC","0781931100","02/05/2018 17:11:53","15252811139552766178660504948620425323"
"IT","000490000020774","EK729EV","0781931050","02/05/2018 17:12:23","15252811439066595492263593325228618801"
"IT","000490000022584","BJ370TN","0781931001","02/05/2018 17:12:43","15252811639469779507339798167763444108"
"IT","000490000020088","CT294VK","0781930995","02/05/2018 17:13:03","15252811839382502634280868066857814010"
"IT","000490000020211","DC043CP","0781930987","02/05/2018 17:14:00","15252812405393287963322914973278669130"
"IT","000490000073880","DF722BB","0781975446","02/05/2018 17:14:21","15252812618245109733591318544798933254"
"IT","000490000072542","FG888YJ","0781975438","02/05/2018 17:14:43","15252812835973777205874852710784599874"
"IT","000490000095799","FC014RG","0781975362","02/05/2018 17:15:03","15252813035327613390609153059111801953"
"IT","000490000073882","FJ951HD","0781975354","02/05/2018 17:15:27","15252813271728667274795876017915498901"
"IT","000490000020112","DM843GM","0781918560","02/05/2018 17:15:52","15252813530131629168218397654663911185"
"IT","000490000019991","CG932RK","0781918552","02/05/2018 17:16:15","15252813750922665343353034655214899946"
"IT","000490000029372","FG989EA","0781918461","02/05/2018 17:16:41","15252814018374832104563406577954231954"
"IT","000490000074474","BN531ED","0781918412","02/05/2018 17:16:58","15252814186150067387391827153326335528"
"IT","000490000073893","BE334VA","0781918388","02/05/2018 17:17:17","15252814373672422786856866696761225637"
"IT","000490000084607","EK904YJ","0781928767","03/05/2018 14:04:43","15253562838252294757205615757099388127"
"IT","000490000034071","EM113RN","0781928718","03/05/2018 14:05:45","15253563452456313232215443205309431279"
"IT","000490000029026","FG480LT","0781928650","03/05/2018 14:06:18","15253563786513984944306776569208053887"
"IT","000490000070600","EF664MC","0781928643","03/05/2018 14:06:35","15253563952670372708502312266588011933"
"IT","000490000070406","FG479LT","0781928627","03/05/2018 14:06:54","15253564142494328545265879820700248705"
"IT","000490000030672","FG481LT","0781928619","03/05/2018 14:07:14","15253564347634468059158506583179286255"
"IT","000490000070867","EK861YK","0781928601","03/05/2018 14:07:33","15253564531460383223353022753833043174"
"IT","000490000032875","DW217ZP","0781928593","03/05/2018 14:07:58","15253564786958474162291673825183491307"
"IT","000490000029271","DY547KK","0781932215","03/05/2018 14:45:35","15253587359547165980891003993693639478"
"IT","000490000032927","DJ687JN","0781932272","03/05/2018 14:54:41","15253592817252758648111332915813446390"
"IT","000490000030682","DH706DF","0781928742","04/05/2018 06:31:52","15254155125237783708479706283949664054"
"IT","000490000085826","EG078DZ","0782026983","04/05/2018 08:52:59","15254239793762144482300758271493687799"
"IT","000490000071591","EK216GB","0782028724","04/05/2018 11:01:19","15254316797681350698015656677045278497"
"IT","000490000029751","FC715ZR","0781932306","05/05/2018 07:17:21","15255046415008503962915072257814942641"
"IT","000490000029339","DX342DD","0781932991","05/05/2018 07:51:34","15255066940744113650590414257766583404"
"IT","000490000095802","FM441NR","0781974977","05/05/2018 08:06:21","15255075814230498680195279584973936762"
"IT","000490000079657","CF973BP","0781918305","05/05/2018 08:50:46","15255102461829681467582159583485921819"
"IT","000490000093761","FE989TB","0781971262","05/05/2018 08:55:09","15255105091711028483945487273070796571"
"IT","000490000032854","DT108YV","0781972989","05/05/2018 08:57:36","15255106563519072950835577180151378592"
"IT","000490000029587","DG962EW","0781973011","05/05/2018 09:04:49","15255110899196330161703303790159845890"
"IT","000490000020804","FK256JA","0781931043","05/05/2018 09:10:34","15255114340682042367570638659067127324"
"IT","000490000057479","EZ843VG","0781985411","05/05/2018 09:24:09","15255122500522677152872893513061266599"
"IT","000490000094132","FN930ZH","0781930052","05/05/2018 09:43:55","15255134353354263548954100152663575580"
"IT","000490000080983","CK210MJ","0781965355","05/05/2018 09:45:05","15255135058412987480453303116462485429"
"IT","000490000018410","BV657XL","0781972955","05/05/2018 09:45:21","15255135215068534535372890563743842973"
"IT","000490000080401","EB219ZC","0781918370","05/05/2018 09:51:56","15255139164351386778356594326100884041"
"IT","000490000097852","FE989TB","0781971114","05/05/2018 09:54:27","15255140676851631456972627373782076290"
"IT","000490000075178","DR870KZ","0781964440","05/05/2018 10:04:23","15255146633065586038108563310667601558"
"IT","000490000072657","CT212ED","0781965314","05/05/2018 10:04:53","15255146936386213773309961926112166622"
"IT","000490000034069","FM921LT","0781932231","05/05/2018 10:09:34","15255149749999246321598962765719349167"
"IT","000490000025638","DL043BC","0781973029","05/05/2018 10:33:16","15255163963400855952673241455158621539"
"IT","000490000074128","DH656VP","0781918420","05/05/2018 10:41:45","15255169052401999623488520725057998779"
"IT","000490000034143","FL654PL","0781932355","05/05/2018 10:42:05","15255169257266798558671798360851259992"
"IT","000490000034142","DX017DC","0781932330","05/05/2018 11:20:24","15255192244142482284346484196971611297"
"IT","000490000029643","EY941JB","0781932025","05/05/2018 12:18:43","15255227234182285829236146258978449421"
"IT","000490000074861","EA646MR","0781933106","05/05/2018 13:04:48","15255254889606560157907977591593579649"
"IT","000490000034070","EZ842VG","0781932009","05/05/2018 13:30:45","15255270451127247501730128566986243097"
"IT","000490000074278","FL653PL","0781933114","05/05/2018 14:06:01","15255291613064676180460273470587422462"
"IT","000490000067800","DG875CD","0781985494","05/05/2018 14:36:59","15255310191183485316718215704795600813"
"IT","000490000032590","ET755YH","0781932140","05/05/2018 15:04:40","15255326806694071168833223688493751138"
"IT","000490000033149","EW998GB","0781932066","05/05/2018 15:43:32","15255350126954778978971421690214636468"
"IT","000490000081746","FL298KP","0782028708","06/05/2018 14:34:42","15256172821503382467419733465260658317"
"IT","000490000073266","CY232DN","0782028740","06/05/2018 14:43:38","15256178185586355409402067987253934297"
"IT","000490000073254","DW937ML","0782028666","06/05/2018 15:19:18","15256199590321180005108172218573365129"
"IT","000490000090618","FH636LV","0781982806","07/05/2018 07:24:01","15256778416712540946771406150285202037"
"IT","000490000086233","FM970SG","0782028104","07/05/2018 09:08:13","15256840931027234910244920386834983534"
"IT","000490000029002","FM719RK","0781931068","07/05/2018 12:30:22","15256962222413040266244574002135851286"
"IT","000490000018272","FN997ZH","0781929187","08/05/2018 09:43:39","15257726196350802804670211481441956890"
"IT","000490000087438","FN129FG","0781975859","08/05/2018 16:37:51","15257974714274873186730066432795403998"
"IT","000490000080292","EF993YE","0782028732","09/05/2018 04:45:52","15258411522963284310842791640987771436"
"IT","000490000071573","CR728FP","0782029011","09/05/2018 05:19:36","15258431770432702700301114657906938291"
"IT","000490000096027","CY392DP","0782028971","09/05/2018 05:34:59","15258440994286010916074427710189424860"
"IT","000490000073560","ED632FG","0782028641","09/05/2018 05:41:03","15258444634146105065669251037992517317"
"IT","000490000073773","CR134FM","0782028997","09/05/2018 05:59:15","15258455553732420741271975562133768637"
"IT","000490000073697","DK856YW","0782028658","09/05/2018 10:45:20","15258627202776699059056085291308488242"
"IT","000490000020153","EH390PM","0781930961","09/05/2018 13:41:21","15258732810624043894169355862254511480"
"IT","000490000021176","FK085WY","0781930953","09/05/2018 13:41:48","15258733084091351424427086375496471153"
"IT","000490000027127","FL691VJ","0781930839","09/05/2018 13:42:14","15258733343434229919293412634564921934"
"IT","000490000018340","EX504PX","0781930805","09/05/2018 13:42:33","15258733540051447403194894155519630468"
"IT","000490000021212","DR539EZ","0781930797","09/05/2018 13:43:03","15258733839160316315591525678770149872"
"IT","000490000070161","ET261HZ","0781973466","10/05/2018 09:45:17","15259455177211469106212516338005286684"
"IT","000490000032918","FB035MG","0781929955","11/05/2018 07:43:01","15260245815791477014127571364960510032"
"IT","000490000018732","FB818LS","0781929849","11/05/2018 07:43:30","15260246107383543984446187945418558474"
"IT","000490000028300","FG907CX","0781929799","11/05/2018 07:43:49","15260246294080313318217879034081680467"
"IT","000490000029370","EX005JH","0781929971","11/05/2018 07:44:39","15260246797218080348522871081003217870"
"IT","000490000030258","DR029TL","0781929963","11/05/2018 07:45:01","15260247012043789392530281731515678517"
"IT","000490000031969","EA188FM","0781929948","11/05/2018 07:45:16","15260247164750176335488315571078957340"
"IT","000490000032305","DX992WK","0781929930","11/05/2018 07:45:33","15260247333616589550285441185947334559"
"IT","000490000030138","DX239NV","0781929922","11/05/2018 07:45:49","15260247498040081336429576700606715720"
"IT","000490000020791","EC394TC","0781929914","11/05/2018 07:46:08","15260247686291191425557761908692549713"
"IT","000490000029369","EG245YY","0781929906","11/05/2018 07:46:24","15260247848384422596173209806353047536"
"IT","000490000027903","EA002KH","0781929898","11/05/2018 07:46:48","15260248084061608701719549913102681566"
"IT","000490000030659","FH160LP","0781929856","11/05/2018 07:47:05","15260248259972761236732756266182387991"
"IT","000490000029033","EW968RM","0781929831","11/05/2018 07:47:30","15260248509966683542435475017300590294"
"IT","000490000027449","FF018VJ","0781929823","11/05/2018 07:47:52","15260248724701937970619829979601719075"
"IT","000490000018328","FF019VJ","0781929815","11/05/2018 07:48:09","15260248899980407838998844385912997752"
"IT","000490000018652","FH155LP","0781929781","11/05/2018 07:49:34","15260249744103369353683072182196813261"
"IT","000490000032715","FH159LP","0781929807","11/05/2018 08:01:26","15260256867240978088333642340666564779"
"IT","000490000020538","FM188VE","0781929120","11/05/2018 08:27:55","15260272759356885612432218416886034432"
"IT","000490000022343","FG971MD","0781929096","11/05/2018 08:28:17","15260272972262754799770409834718799226"
"IT","000490000030177","FM187VE","0781929062","11/05/2018 08:28:34","15260273144524812423260776693959691265"
"IT","000490000032436","FJ937LN","0781930318","11/05/2018 08:43:44","15260282243507487703492733824015953111"
"IT","000490000032424","FG289CY","0781930276","11/05/2018 08:44:02","15260282424539680919413481959204653170"
"IT","000490000051820","DR091EV","0781981485","11/05/2018 13:12:42","15260443629983091075413383619187451560"
"IT","000490000006596","ET388JD","0781974092","11/05/2018 13:49:24","15260465642170708667752011750640071256"
"IT","000490000087886","FP125GY","0781986138","11/05/2018 15:23:46","15260522265522566297416756076086274234"
"IT","000490000092278","DS323RP","0781974118","11/05/2018 15:47:07","15260536272390956044160706541211391087"
"IT","000490000028323","FM951XK","0781931555","11/05/2018 17:12:06","15260587263219095764925033407221261741"
"IT","000490000030180","FE813ES","0781933064","12/05/2018 06:11:46","15261055067148725973607310512803698377"
"IT","000490000093010","FN665ZH","0781930045","12/05/2018 07:04:41","15261086813503084085802890493583431348"
"IT","000490000097727","EX812YS","0781971254","12/05/2018 07:06:56","15261088167623294443716040135950995675"
"IT","000490000087131","EW878ZK","0781930136","12/05/2018 07:38:48","15261107287526746703966437585577866371"
"IT","000490000034146","EY952SH","0781932041","12/05/2018 07:42:07","15261109270514826149817111328991261406"
"IT","000490000039391","CL784KZ","0781974084","12/05/2018 08:37:29","15261142498825566772633005602905988761"
"IT","000490000085064","DM891XD","0781928726","12/05/2018 08:51:15","15261150751307282205180709537020958951"
"IT","000490000018002","FD306GY","0781931092","12/05/2018 09:02:25","15261157457743382239975195648796423407"
"IT","000490000050040","FH019TG","0781984208","12/05/2018 09:05:23","15261159231667383749232672095175525837"
"IT","000490000032867","CT102JF","0781932058","12/05/2018 09:09:24","15261161649293595722428288081030579832"
"IT","000490000032873","FC713ZR","0781932223","12/05/2018 09:23:26","15261170062714651901312043036744662076"
"IT","000490000003622","EZ845VZ","0781974167","12/05/2018 09:38:16","15261178969946544224210573162784230304"
"IT","000490000092398","EP359RV","0781974076","12/05/2018 09:54:36","15261188769556984205172648999521911880"
"IT","000490000020661","FG857HV","0781931076","12/05/2018 10:05:20","15261195210173953825905306005631061377"
"IT","000490000030147","FM949XK","0781931498","12/05/2018 10:06:02","15261195622394950244744600234922339555"
"IT","000490000017036","FC714ZR","0781971155","12/05/2018 10:15:43","15261201436147721217805701591273416245"
"IT","000490000017282","FF994ZW","0781931381","12/05/2018 10:38:14","15261214940904928091134211614089504698"
"IT","000490000054559","ED989XF","0781973342","12/05/2018 10:44:25","15261218659427532116018386750678644274"
"IT","000490000053108","EP002HY","0781974159","12/05/2018 10:47:24","15261220443724423750052475673845188429"
"IT","000490000034172","DN459KS","0781931548","12/05/2018 10:54:38","15261224790009326036194807662430093956"
"IT","000490000034149","FL655PL","0781932371","12/05/2018 10:56:59","15261226192168209465621665159028345659"
"IT","000490000032391","FH980WP","0781929989","12/05/2018 10:57:48","15261226686217322923817387406280469612"
"IT","000490000020541","FF772DC","0781931027","12/05/2018 11:04:34","15261230742487745551681775343300585738"
"IT","000490000033117","EX811YS","0781932033","12/05/2018 11:37:32","15261250527185400352033485700913780116"
"IT","000490000030165","EC207WM","0781932074","12/05/2018 12:22:03","15261277238722803396023821922569917047"
"IT","000490000034036","DR215EL","0781932082","12/05/2018 12:35:49","15261285496985139570467518043079803859"
"IT","000490000034135","DX341DD","0781932116","12/05/2018 13:05:47","15261303471042490077452989591925260411"
"IT","000490000032519","DX404DD","0781932207","12/05/2018 13:35:51","15261321519399510475769497084077620227"
"IT","000490000029331","DG469BZ","0781931985","12/05/2018 14:26:24","15261351845142897482256730567741385006"
"IT","000490000030677","EA928MR","0781932157","12/05/2018 14:55:40","15261369405005523591466325476416364714"
"IT","000490000029679","DG874CD","0781932108","12/05/2018 15:52:18","15261403389842878187524468549566527918"
"IT","000490000092911","FB064RS","0781971288","14/05/2018 07:15:17","15262821179855911295384944466270443463"
"IT","000490000097823","EV206XK","0781971296","14/05/2018 08:38:55","15262871359603409620241492931888394530"
"IT","000490000018233","FD705KZ","0781931472","14/05/2018 09:01:21","15262884820347016050467097214072329807"
"IT","000490000097876","EX339GZ","0781971379","14/05/2018 09:40:57","15262908571064026495112827885989323847"
"IT","000490000074523","DL223FA","0781965272","14/05/2018 09:52:12","15262915326354316843248680468429299547"
